confidence,label,metadata_json,source,target,workspace_id
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":306,""target_entity_id"":223}}",household:household:306,person:person:223,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":223,""target_entity_id"":111}}",person:person:223,unit:unit:111,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":306,""target_entity_id"":224}}",household:household:306,person:person:224,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":224,""target_entity_id"":111}}",person:person:224,unit:unit:111,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":306,""target_entity_id"":225}}",household:household:306,person:person:225,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":225,""target_entity_id"":111}}",person:person:225,unit:unit:111,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":306,""target_entity_id"":31}}",household:household:306,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":306,""target_entity_id"":33}}",household:household:306,shared_space:shared_space:33,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":112,""target_entity_id"":307}}",unit:unit:112,household:household:307,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":307,""target_entity_id"":226}}",household:household:307,person:person:226,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":226,""target_entity_id"":112}}",person:person:226,unit:unit:112,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":307,""target_entity_id"":31}}",household:household:307,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":307,""target_entity_id"":33}}",household:household:307,shared_space:shared_space:33,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":113,""target_entity_id"":308}}",unit:unit:113,household:household:308,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":308,""target_entity_id"":31}}",household:household:308,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":308,""target_entity_id"":33}}",household:household:308,shared_space:shared_space:33,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":120,""target_entity_id"":309}}",unit:unit:120,household:household:309,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":309,""target_entity_id"":232}}",household:household:309,person:person:232,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":232,""target_entity_id"":120}}",person:person:232,unit:unit:120,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":309,""target_entity_id"":233}}",household:household:309,person:person:233,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":233,""target_entity_id"":120}}",person:person:233,unit:unit:120,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":309,""target_entity_id"":31}}",household:household:309,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":309,""target_entity_id"":33}}",household:household:309,shared_space:shared_space:33,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":121,""target_entity_id"":310}}",unit:unit:121,household:household:310,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":310,""target_entity_id"":228}}",household:household:310,person:person:228,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":228,""target_entity_id"":121}}",person:person:228,unit:unit:121,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":310,""target_entity_id"":229}}",household:household:310,person:person:229,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":229,""target_entity_id"":121}}",person:person:229,unit:unit:121,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":310,""target_entity_id"":230}}",household:household:310,person:person:230,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":230,""target_entity_id"":121}}",person:person:230,unit:unit:121,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":310,""target_entity_id"":231}}",household:household:310,person:person:231,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":231,""target_entity_id"":121}}",person:person:231,unit:unit:121,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":310,""target_entity_id"":31}}",household:household:310,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":310,""target_entity_id"":33}}",household:household:310,shared_space:shared_space:33,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":122,""target_entity_id"":311}}",unit:unit:122,household:household:311,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":311,""target_entity_id"":235}}",household:household:311,person:person:235,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":235,""target_entity_id"":122}}",person:person:235,unit:unit:122,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":311,""target_entity_id"":236}}",household:household:311,person:person:236,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":236,""target_entity_id"":122}}",person:person:236,unit:unit:122,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":311,""target_entity_id"":237}}",household:household:311,person:person:237,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":237,""target_entity_id"":122}}",person:person:237,unit:unit:122,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":311,""target_entity_id"":31}}",household:household:311,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":311,""target_entity_id"":33}}",household:household:311,shared_space:shared_space:33,immeuble
1,PRIMARY_RESIDENCE_OF,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""PRIMARY_RESIDENCE_OF"",""source_entity_id"":123,""target_entity_id"":312}}",unit:unit:123,household:household:312,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":312,""target_entity_id"":238}}",household:household:312,person:person:238,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":238,""target_entity_id"":123}}",person:person:238,unit:unit:123,immeuble
1,HOUSEHOLD_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HOUSEHOLD_MEMBER"",""source_entity_id"":312,""target_entity_id"":239}}",household:household:312,person:person:239,immeuble
1,OCCUPIES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OCCUPIES"",""source_entity_id"":239,""target_entity_id"":123}}",person:person:239,unit:unit:123,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":312,""target_entity_id"":31}}",household:household:312,shared_space:shared_space:31,immeuble
1,USES_COMMON,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""USES_COMMON"",""source_entity_id"":312,""target_entity_id"":33}}",household:household:312,shared_space:shared_space:33,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":211,""target_entity_id"":100}}",person:person:211,unit:unit:100,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":212,""target_entity_id"":100}}",person:person:212,unit:unit:100,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":217,""target_entity_id"":101}}",person:person:217,unit:unit:101,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":213,""target_entity_id"":102}}",person:person:213,unit:unit:102,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":214,""target_entity_id"":102}}",person:person:214,unit:unit:102,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":203,""target_entity_id"":103}}",organization:organization:203,unit:unit:103,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":219,""target_entity_id"":104}}",person:person:219,unit:unit:104,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":220,""target_entity_id"":104}}",person:person:220,unit:unit:104,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":222,""target_entity_id"":110}}",person:person:222,unit:unit:110,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":204,""target_entity_id"":111}}",organization:organization:204,unit:unit:111,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":226,""target_entity_id"":112}}",person:person:226,unit:unit:112,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":227,""target_entity_id"":113}}",person:person:227,unit:unit:113,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":232,""target_entity_id"":120}}",person:person:232,unit:unit:120,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":233,""target_entity_id"":120}}",person:person:233,unit:unit:120,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":203,""target_entity_id"":121}}",organization:organization:203,unit:unit:121,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":204,""target_entity_id"":122}}",organization:organization:204,unit:unit:122,immeuble
1,OWNS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""OWNS"",""source_entity_id"":234,""target_entity_id"":123}}",person:person:234,unit:unit:123,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":400,""target_entity_id"":100}}",billing_group:billing_group:400,unit:unit:100,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":400,""target_entity_id"":211}}",billing_group:billing_group:400,person:person:211,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":400,""target_entity_id"":212}}",billing_group:billing_group:400,person:person:212,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":401,""target_entity_id"":101}}",billing_group:billing_group:401,unit:unit:101,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":401,""target_entity_id"":217}}",billing_group:billing_group:401,person:person:217,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":402,""target_entity_id"":102}}",billing_group:billing_group:402,unit:unit:102,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":402,""target_entity_id"":213}}",billing_group:billing_group:402,person:person:213,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":402,""target_entity_id"":214}}",billing_group:billing_group:402,person:person:214,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":403,""target_entity_id"":103}}",billing_group:billing_group:403,unit:unit:103,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":403,""target_entity_id"":203}}",billing_group:billing_group:403,organization:organization:203,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":404,""target_entity_id"":104}}",billing_group:billing_group:404,unit:unit:104,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":404,""target_entity_id"":219}}",billing_group:billing_group:404,person:person:219,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":404,""target_entity_id"":220}}",billing_group:billing_group:404,person:person:220,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":405,""target_entity_id"":110}}",billing_group:billing_group:405,unit:unit:110,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":405,""target_entity_id"":222}}",billing_group:billing_group:405,person:person:222,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":406,""target_entity_id"":111}}",billing_group:billing_group:406,unit:unit:111,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":406,""target_entity_id"":204}}",billing_group:billing_group:406,organization:organization:204,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":407,""target_entity_id"":112}}",billing_group:billing_group:407,unit:unit:112,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":407,""target_entity_id"":226}}",billing_group:billing_group:407,person:person:226,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":408,""target_entity_id"":113}}",billing_group:billing_group:408,unit:unit:113,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":408,""target_entity_id"":227}}",billing_group:billing_group:408,person:person:227,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":409,""target_entity_id"":120}}",billing_group:billing_group:409,unit:unit:120,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":409,""target_entity_id"":232}}",billing_group:billing_group:409,person:person:232,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":409,""target_entity_id"":233}}",billing_group:billing_group:409,person:person:233,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":410,""target_entity_id"":121}}",billing_group:billing_group:410,unit:unit:121,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":410,""target_entity_id"":203}}",billing_group:billing_group:410,organization:organization:203,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":411,""target_entity_id"":122}}",billing_group:billing_group:411,unit:unit:122,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":411,""target_entity_id"":204}}",billing_group:billing_group:411,organization:organization:204,immeuble
1,BILLS_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""BILLS_TO"",""source_entity_id"":412,""target_entity_id"":123}}",billing_group:billing_group:412,unit:unit:123,immeuble
1,HAS_MEMBER,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""HAS_MEMBER"",""source_entity_id"":412,""target_entity_id"":234}}",billing_group:billing_group:412,person:person:234,immeuble
1,LEASES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""LEASES"",""source_entity_id"":800,""target_entity_id"":103}}",lease_contract:lease_contract:800,unit:unit:103,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":800,""target_entity_id"":303}}",lease_contract:lease_contract:800,household:household:303,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":203,""target_entity_id"":303}}",organization:organization:203,household:household:303,immeuble
1,LEASES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""LEASES"",""source_entity_id"":801,""target_entity_id"":111}}",lease_contract:lease_contract:801,unit:unit:111,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":801,""target_entity_id"":306}}",lease_contract:lease_contract:801,household:household:306,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":204,""target_entity_id"":306}}",organization:organization:204,household:household:306,immeuble
1,LEASES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""LEASES"",""source_entity_id"":802,""target_entity_id"":121}}",lease_contract:lease_contract:802,unit:unit:121,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":802,""target_entity_id"":310}}",lease_contract:lease_contract:802,household:household:310,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":203,""target_entity_id"":310}}",organization:organization:203,household:household:310,immeuble
1,LEASES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""LEASES"",""source_entity_id"":803,""target_entity_id"":122}}",lease_contract:lease_contract:803,unit:unit:122,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":803,""target_entity_id"":311}}",lease_contract:lease_contract:803,household:household:311,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":204,""target_entity_id"":311}}",organization:organization:204,household:household:311,immeuble
1,LEASES,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""LEASES"",""source_entity_id"":804,""target_entity_id"":123}}",lease_contract:lease_contract:804,unit:unit:123,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":804,""target_entity_id"":312}}",lease_contract:lease_contract:804,household:household:312,immeuble
1,RENTED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RENTED_TO"",""source_entity_id"":234,""target_entity_id"":312}}",person:person:234,household:household:312,immeuble
1,RECORDS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RECORDS"",""source_entity_id"":900,""target_entity_id"":920}}",bank_account:bank_account:900,coda_entry:coda_entry:920,immeuble
1,RECORDS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RECORDS"",""source_entity_id"":901,""target_entity_id"":921}}",bank_account:bank_account:901,coda_entry:coda_entry:921,immeuble
1,RECORDS,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""RECORDS"",""source_entity_id"":900,""target_entity_id"":922}}",bank_account:bank_account:900,coda_entry:coda_entry:922,immeuble
1,MATCHED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""MATCHED_TO"",""source_entity_id"":920,""target_entity_id"":910}}",coda_entry:coda_entry:920,charge_call:charge_call:910,immeuble
1,ALLOCATED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""ALLOCATED_TO"",""source_entity_id"":920,""target_entity_id"":402}}",coda_entry:coda_entry:920,billing_group:billing_group:402,immeuble
1,TRIGGERED,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""TRIGGERED"",""source_entity_id"":920,""target_entity_id"":930}}",coda_entry:coda_entry:920,receipt:receipt:930,immeuble
1,MATCHED_TO,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""MATCHED_TO"",""source_entity_id"":921,""target_entity_id"":911}}",coda_entry:coda_entry:921,charge_call:charge_call:911,immeuble
1,TRIGGERED,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""TRIGGERED"",""source_entity_id"":921,""target_entity_id"":931}}",coda_entry:coda_entry:921,reminder:reminder:931,immeuble
1,REQUIRES_REVIEW,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""REQUIRES_REVIEW"",""source_entity_id"":922,""target_entity_id"":912}}",coda_entry:coda_entry:922,charge_call:charge_call:912,immeuble
1,DECIDED_BY,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""DECIDED_BY"",""source_entity_id"":940,""target_entity_id"":201}}",decision:decision:940,organization:organization:201,immeuble
1,DECIDED_BY,"{""source"":""fake_data"",""relation_contract"":{""edge_label"":""DECIDED_BY"",""source_entity_id"":910,""target_entity_id"":940}}",charge_call:charge_call:910,decision:decision:940,immeuble
